AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,3.0,1.8,2.7,2.7
Institutional_Ownership,61.2,59.3,32.1,31.1
Net_Insider_Purchases,0.0,-2554.0,111175.0,111175.0
No_of_Employees,219.0,219.0,188.0,188.0
No_of_Institutions,114.0,114.0,81.0,60.0
