AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022,09/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Insider_Ownership,0.1,1.6,1.3,1.6,1.8,,
Institutional_Ownership,1.2,1.2,1.1,1.2,2.4,2.6,2.5
Net_Insider_Purchases,2.0,32.0,6.0,22.0,52.0,0.0,0.0
No_of_Employees,79.0,78.0,78.0,77.0,77.0,77.0,77.0
No_of_Institutions,15.0,15.0,18.0,25.0,41.0,42.0,40.0
