AAII_KEY_STATISTICS_DATA,03/31/2022,06/30/2021
Insider_Ownership,25.5,56.0
Institutional_Ownership,6.5,7.3
Net_Insider_Purchases,177.0,1286.0
No_of_Employees,1.0,1.0
No_of_Institutions,9.0,11.0
