AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020,09/30/2019
Insider_Ownership,2.2,1.2,1.2
Institutional_Ownership,,,
Net_Insider_Purchases,-585.0,0.0,0.0
No_of_Employees,2.0,2.0,2.0
No_of_Institutions,,,
