AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,5.0,5.0,5.0,5.0
Institutional_Ownership,62.0,35.9,57.3,56.5
Net_Insider_Purchases,0.0,0.0,0.0,0.0
No_of_Employees,0.0,0.0,0.0,0.0
No_of_Institutions,110.0,82.0,91.0,94.0
