AAII_KEY_STATISTICS_DATA,03/31/2022,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,36.7,,,,43.6
Institutional_Ownership,0.0,0.0,0.0,0.0,0.0,0.0
Net_Insider_Purchases,0.0,620.0,0.0,0.0,0.0,12500.0
No_of_Employees,7.0,7.0,7.0,7.0,7.0,7.0
No_of_Institutions,0.0,0.0,0.0,0.0,0.0,0.0
