AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022
Insider_Ownership,30.1,
Institutional_Ownership,10.7,
Net_Insider_Purchases,1.0,
No_of_Employees,7.0,8.0
No_of_Institutions,7.0,
