AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,4.7,2.4,2.6,5.9
Institutional_Ownership,77.1,56.7,61.5,57.2
Net_Insider_Purchases,-27.0,137.0,215.0,1373.0
No_of_Employees,1300.0,1300.0,1300.0,1850.0
No_of_Institutions,76.0,81.0,77.0,72.0
