AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,12/31/2020,06/30/2020,12/31/2019
Insider_Ownership,,,,,
Institutional_Ownership,0.5,1.1,0.5,0.5,0.4
Net_Insider_Purchases,,,,,
No_of_Employees,220.0,220.0,220.0,220.0,220.0
No_of_Institutions,7.0,8.0,6.0,4.0,4.0
