AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022
Insider_Ownership,81.6,,83.8
Institutional_Ownership,30.3,30.3,30.3
Net_Insider_Purchases,-12000.0,0.0,0.0
No_of_Employees,3.0,3.0,3.0
No_of_Institutions,3.0,3.0,3.0
