AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,29.0,1.2,3.8,0.1,13.7,19.2,19.8
Institutional_Ownership,7.0,4.5,0.0,0.0,0.0,0.0,0.0
Net_Insider_Purchases,42.0,125.0,15.0,40.0,377.0,1579.0,931.0
No_of_Employees,24.0,24.0,30.0,30.0,30.0,0.0,0.0
No_of_Institutions,21.0,14.0,1.0,0.0,0.0,0.0,0.0
