AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,0.1,0.1
Institutional_Ownership,96.0,99.4
Net_Insider_Purchases,1507.0,1507.0
No_of_Employees,590.0,590.0
No_of_Institutions,469.0,486.0
