AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021
Insider_Ownership,2.5,2.4,2.7,2.6
Institutional_Ownership,23.5,25.0,32.7,37.9
Net_Insider_Purchases,685.0,699.0,404.0,277.0
No_of_Employees,184.0,184.0,209.0,209.0
No_of_Institutions,58.0,74.0,93.0,91.0
