AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020
Insider_Ownership,0.0,0.0
Institutional_Ownership,75.4,58.1
Net_Insider_Purchases,0.0,0.0
No_of_Employees,0.0,0.0
No_of_Institutions,76.0,58.0
