AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.7,0.9,1.0,0.1,0.5
Institutional_Ownership,,,,,
Net_Insider_Purchases,-6.0,-4.0,-4.0,-5.0,-11.0
No_of_Employees,7600.0,7600.0,7600.0,8500.0,8500.0
No_of_Institutions,345.0,319.0,321.0,297.0,281.0
