AAII_KEY_STATISTICS_DATA,12/31/2022,12/31/2021,06/30/2021,12/31/2020
Insider_Ownership,,,,
Institutional_Ownership,1.9,1.9,4.9,4.1
Net_Insider_Purchases,,,,
No_of_Employees,18.0,17.0,9.0,9.0
No_of_Institutions,16.0,16.0,20.0,13.0
