AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,,,,,
Institutional_Ownership,84.3,84.5,82.7,84.2,88.0
Net_Insider_Purchases,,,,,
No_of_Employees,17206.0,14850.0,12991.0,11466.0,10227.0
No_of_Institutions,574.0,571.0,571.0,573.0,523.0
