AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.8,2.7,3.1,4.5
Institutional_Ownership,58.1,55.9,57.4,57.9
Net_Insider_Purchases,-9.0,-18.0,64.0,106.0
No_of_Employees,490.0,490.0,500.0,500.0
No_of_Institutions,113.0,108.0,112.0,114.0
