AAII_KEY_STATISTICS_DATA,09/30/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Insider_Ownership,,,,,,,6.4
Institutional_Ownership,1.1,0.0,,,,,
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,76.0,76.0,76.0,89.0,89.0,89.0,
No_of_Institutions,9.0,0.0,,,,,
