AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021
Insider_Ownership,0.9,0.8,0.6,11.7
Institutional_Ownership,32.5,31.2,24.6,1.1
Net_Insider_Purchases,44.0,38.0,13.0,889.0
No_of_Employees,9.0,7.0,7.0,2.0
No_of_Institutions,26.0,23.0,20.0,1.0
