AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,4.5,4.7,5.8,
Institutional_Ownership,4.3,0.1,0.3,0.0
Net_Insider_Purchases,49.0,165.0,173.0,0.0
No_of_Employees,33.0,33.0,43.0,43.0
No_of_Institutions,17.0,5.0,2.0,1.0
