AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,6.8,5.3,6.3,6.0,4.7,4.7,6.0,5.8
Institutional_Ownership,44.1,44.3,44.0,40.2,48.1,48.8,31.5,49.0
Net_Insider_Purchases,59.0,65.0,62.0,34.0,31.0,27.0,21.0,24.0
No_of_Employees,287.0,275.0,275.0,308.0,308.0,308.0,308.0,308.0
No_of_Institutions,33.0,34.0,34.0,30.0,30.0,30.0,30.0,34.0
