AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,37.2,32.5,0.0,0.0,0.3
Institutional_Ownership,0.2,0.3,0.3,0.3,0.3
Net_Insider_Purchases,722.0,150.0,0.0,0.0,7.0
No_of_Employees,6.0,6.0,6.0,7.0,9.0
No_of_Institutions,1.0,1.0,1.0,1.0,1.0
