AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,2.2,5.8,2.0,3.1,4.8,5.6,2.3
Institutional_Ownership,81.2,81.4,79.4,76.5,77.2,80.1,81.7
Net_Insider_Purchases,322.0,935.0,-14.0,299.0,851.0,801.0,287.0
No_of_Employees,1094.0,1094.0,1001.0,1001.0,1001.0,1104.0,1104.0
No_of_Institutions,173.0,170.0,171.0,154.0,142.0,128.0,135.0
