AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,09/30/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,,,,,
Institutional_Ownership,0.1,6.3,6.3,6.7,11.7,0.4
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,38.0,40.0,43.0,43.0,23.0,23.0
No_of_Institutions,2.0,4.0,4.0,3.0,3.0,1.0
