AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9,23.9
Institutional_Ownership,25.8,25.8,25.8,25.8,,25.8,25.8,25.8,25.8
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
No_of_Institutions,40.0,40.0,40.0,40.0,,40.0,40.0,40.0,40.0
