AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,09/30/2020,06/30/2020
Insider_Ownership,0.9,1.2,1.8,0.9,0.9,1.2,0.8,0.7
Institutional_Ownership,,99.1,98.7,97.3,96.7,96.2,94.7,96.6
Net_Insider_Purchases,2879.0,497.0,1756.0,1952.0,1757.0,1012.0,646.0,234.0
No_of_Employees,4700.0,4600.0,4600.0,4800.0,4800.0,4800.0,5900.0,5900.0
No_of_Institutions,238.0,252.0,264.0,227.0,209.0,200.0,192.0,186.0
