AAII_KEY_STATISTICS_DATA,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,3.1,,
Institutional_Ownership,70.7,71.4,70.1
Net_Insider_Purchases,176.0,-100.0,-100.0
No_of_Employees,739.0,786.0,786.0
No_of_Institutions,189.0,170.0,171.0
