AAII_KEY_STATISTICS_DATA,06/26/2022,03/27/2022,09/26/2021
Insider_Ownership,0.6,0.6,0.8
Institutional_Ownership,,95.4,
Net_Insider_Purchases,62.0,-3.0,76.0
No_of_Employees,4017.0,3466.0,3466.0
No_of_Institutions,601.0,609.0,477.0
