AAII_KEY_STATISTICS_DATA,04/01/2023,07/02/2022,04/02/2022,10/02/2021,07/03/2021,04/03/2021,01/02/2021,09/26/2020,06/27/2020
Insider_Ownership,1.5,1.2,1.6,1.3,1.4,1.5,1.4,1.2,1.0
Institutional_Ownership,89.5,90.8,91.5,91.3,90.9,92.1,95.8,99.8,99.6
Net_Insider_Purchases,43.0,32.0,38.0,19.0,38.0,58.0,38.0,25.0,27.0
No_of_Employees,12900.0,12800.0,12800.0,12300.0,12300.0,12300.0,12300.0,12800.0,12800.0
No_of_Institutions,1004.0,1013.0,1016.0,965.0,973.0,933.0,912.0,838.0,821.0
