AAII_KEY_STATISTICS_DATA,04/30/2022,01/31/2022,07/31/2021,04/30/2021,01/31/2021,07/31/2020,04/30/2020
Insider_Ownership,,2.2,0.2,2.3,2.2,1.8,0.0
Institutional_Ownership,83.0,81.6,75.3,75.6,81.3,81.1,82.9
Net_Insider_Purchases,-2.0,11.0,11.0,21.0,2.0,-7.0,7.0
No_of_Employees,2100.0,1850.0,1850.0,1850.0,1750.0,1750.0,1750.0
No_of_Institutions,215.0,206.0,219.0,224.0,222.0,217.0,224.0
