AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.1,0.1,0.0,0.1,0.1,9.7,9.5,0.4,0.4
Institutional_Ownership,78.8,81.6,77.7,58.2,81.2,81.4,66.4,79.2,78.4
Net_Insider_Purchases,27.0,13.0,0.0,-3298.0,-1610.0,1986.0,1687.0,2093.0,2094.0
No_of_Employees,164.0,121.0,121.0,93.0,93.0,93.0,93.0,87.0,87.0
No_of_Institutions,149.0,142.0,139.0,94.0,101.0,90.0,65.0,63.0,60.0
