AAII_KEY_STATISTICS_DATA,04/01/2023,07/02/2022,04/02/2022,10/02/2021,07/03/2021,04/03/2021,12/31/2020,07/04/2020,04/04/2020
Insider_Ownership,,54.2,54.1,53.1,64.6,64.4,64.4,,0.0
Institutional_Ownership,24.5,24.7,25.4,24.8,25.3,25.7,25.0,26.8,26.4
Net_Insider_Purchases,0.0,3.0,8.0,0.0,0.0,1913.0,1913.0,0.0,0.0
No_of_Employees,8646.0,8004.0,8004.0,6187.0,6187.0,6187.0,6187.0,6541.0,6541.0
No_of_Institutions,147.0,135.0,107.0,118.0,127.0,131.0,123.0,117.0,116.0
