AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,3.5,2.7,1.9,3.1,3.6,3.7,4.3,4.2
Institutional_Ownership,70.2,67.7,64.2,64.5,68.5,73.3,73.9,74.1
Net_Insider_Purchases,57.0,51.0,3.0,38.0,52.0,52.0,53.0,53.0
No_of_Employees,991.0,991.0,1130.0,1130.0,1130.0,1130.0,1330.0,1330.0
No_of_Institutions,77.0,85.0,99.0,116.0,139.0,127.0,133.0,133.0
