AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.5,16.5,1.2,0.0,14.0,14.0,2.2,3.0
Institutional_Ownership,47.4,46.8,39.4,39.8,37.7,36.2,29.5,31.4
Net_Insider_Purchases,11.0,15.0,-3.0,-1.0,31.0,28.0,68.0,107.0
No_of_Employees,506.0,506.0,511.0,511.0,511.0,511.0,500.0,500.0
No_of_Institutions,156.0,150.0,128.0,135.0,137.0,142.0,133.0,139.0
