AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020
Insider_Ownership,,
Institutional_Ownership,32.2,35.9
Net_Insider_Purchases,-299.0,-299.0
No_of_Employees,,
No_of_Institutions,46.0,25.0
