AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.7,0.7,1.5,1.3
Institutional_Ownership,85.9,91.5,85.3,88.5
Net_Insider_Purchases,16.0,21.0,58.0,53.0
No_of_Employees,99.0,99.0,218.0,218.0
No_of_Institutions,208.0,178.0,140.0,140.0
