AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,25.3,25.3,25.3,25.3,25.3,25.3,25.3
Institutional_Ownership,2.3,2.4,2.5,2.5,3.0,2.7,1.5
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,260.0,260.0,345.0,345.0,345.0,345.0,345.0
No_of_Institutions,5.0,4.0,4.0,4.0,6.0,3.0,4.0
