AAII_KEY_STATISTICS_DATA,03/31/2023,03/31/2022
Insider_Ownership,0.2,0.0
Institutional_Ownership,8.0,86.4
Net_Insider_Purchases,5.0,0.0
No_of_Employees,98.0,
No_of_Institutions,14.0,74.0
