AAII_KEY_STATISTICS_DATA,01/28/2023,04/30/2022,01/29/2022,07/31/2021,01/30/2021,10/31/2020
Insider_Ownership,0.6,70.2,70.0,0.1,1.3,1.2
Institutional_Ownership,91.7,95.4,96.4,94.6,,0.0
Net_Insider_Purchases,140.0,127.0,136.0,15.0,-43318.0,-15538.0
No_of_Employees,20000.0,22000.0,22000.0,27500.0,27500.0,27700.0
No_of_Institutions,90.0,97.0,101.0,100.0,44.0,0.0
