AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.0,1.2,0.0,0.4,1.1,0.7,0.4,0.9,1.3
Institutional_Ownership,99.0,99.1,,99.3,99.2,,,,
Net_Insider_Purchases,0.0,29.0,0.0,11.0,29.0,17.0,-3.0,11.0,12.0
No_of_Employees,354.0,371.0,371.0,393.0,393.0,393.0,393.0,431.0,431.0
No_of_Institutions,244.0,251.0,252.0,243.0,250.0,241.0,255.0,264.0,254.0
