AAII_KEY_STATISTICS_DATA,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Insider_Ownership,,,62.9,0.0,,,
Institutional_Ownership,0.7,0.6,0.2,0.2,0.3,0.3,0.2
Net_Insider_Purchases,0.0,0.0,78.0,0.0,0.0,0.0,0.0
No_of_Employees,81.0,81.0,81.0,58.0,58.0,58.0,48.0
No_of_Institutions,5.0,5.0,4.0,4.0,3.0,4.0,3.0
