AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,12/31/2021
Insider_Ownership,,,
Institutional_Ownership,57.9,55.3,77.1
Net_Insider_Purchases,0.0,-3427.0,0.0
No_of_Employees,,,
No_of_Institutions,40.0,35.0,29.0
