AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,,,0.1,23.0,23.0,1.7
Institutional_Ownership,,,,,,
Net_Insider_Purchases,-268.0,-1768.0,5.0,5.0,3005.0,3000.0
No_of_Employees,9.0,9.0,,,,
No_of_Institutions,,,,,,
