AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,,9.6,9.1,9.7,9.7,,,9.6,9.6
Institutional_Ownership,18.6,22.1,32.6,31.4,32.8,34.9,32.0,29.3,28.8
Net_Insider_Purchases,0.0,137.0,33.0,113.0,85.0,0.0,0.0,74.0,74.0
No_of_Employees,25.0,24.0,24.0,21.0,21.0,21.0,21.0,20.0,20.0
No_of_Institutions,93.0,111.0,143.0,160.0,176.0,194.0,175.0,157.0,160.0
