AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,06/30/2020,12/31/2019
Insider_Ownership,,,,,
Institutional_Ownership,0.5,0.8,0.8,0.8,0.8
Net_Insider_Purchases,,,,,
No_of_Employees,2252.0,4164.0,4164.0,4164.0,4183.0
No_of_Institutions,12.0,18.0,15.0,15.0,17.0
