AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,5.4,5.6,,0.4
Institutional_Ownership,0.0,0.0,0.0,0.0
Net_Insider_Purchases,640.0,1000.0,0.0,0.0
No_of_Employees,7.0,7.0,0.0,0.0
No_of_Institutions,2.0,2.0,2.0,1.0
