AAII_KEY_STATISTICS_DATA,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,1.1,1.4,0.7
Institutional_Ownership,78.8,76.8,76.1
Net_Insider_Purchases,86.0,104.0,-10.0
No_of_Employees,1465.0,1465.0,40.0
No_of_Institutions,154.0,152.0,175.0
