AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022
Insider_Ownership,,
Institutional_Ownership,76.8,69.0
Net_Insider_Purchases,,
No_of_Employees,0.0,0.0
No_of_Institutions,53.0,44.0
