AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,12/31/2020
Insider_Ownership,0.0,0.0,0.0,0.0,0.0
Institutional_Ownership,98.5,92.6,75.0,69.3,52.6
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0
No_of_Employees,,,,,
No_of_Institutions,81.0,78.0,64.0,65.0,45.0
