AAII_KEY_STATISTICS_DATA,09/30/2020,06/30/2020
Insider_Ownership,1.8,1.7
Institutional_Ownership,3.3,52.9
Net_Insider_Purchases,11.0,14.0
No_of_Employees,12.0,12.0
No_of_Institutions,9.0,10.0
