AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,12/31/2020,09/30/2019
Insider_Ownership,1.0,1.0,1.0,1.0,1.0
Institutional_Ownership,0.0,0.0,0.0,0.0,0.0
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0
No_of_Employees,0.0,0.0,0.0,0.0,0.0
No_of_Institutions,0.0,0.0,0.0,0.0,0.0
