AAII_KEY_STATISTICS_DATA,06/30/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020
Insider_Ownership,5.4,4.9,0.1,4.5,5.2,5.6,5.1
Institutional_Ownership,17.9,17.1,14.4,12.9,14.3,14.7,14.3
Net_Insider_Purchases,118.0,5.0,17.0,-71.0,24.0,116.0,5.0
No_of_Employees,104.0,104.0,110.0,110.0,110.0,110.0,109.0
No_of_Institutions,93.0,98.0,82.0,92.0,83.0,67.0,59.0
