AAII_KEY_STATISTICS_DATA,12/31/2022,03/31/2022,12/31/2021,03/31/2020,12/31/2019
Insider_Ownership,18.4,18.4,18.4,18.4,18.4
Institutional_Ownership,10.4,10.4,10.4,10.4,10.4
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0
No_of_Employees,,,,,
No_of_Institutions,1.0,1.0,1.0,1.0,1.0
