AAII_KEY_STATISTICS_DATA,12/31/2022,06/30/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.8,0.0,0.5,0.6,0.4,0.1,0.3,0.3
Institutional_Ownership,43.3,44.4,54.4,54.9,56.8,64.8,52.5,54.4
Net_Insider_Purchases,188.0,0.0,46.0,193.0,135.0,28.0,47.0,47.0
No_of_Employees,428.0,428.0,415.0,415.0,415.0,414.0,414.0,414.0
No_of_Institutions,76.0,101.0,117.0,125.0,126.0,131.0,108.0,111.0
