AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,0.5,0.8,3.8,0.6,0.6
Institutional_Ownership,31.4,31.8,31.4,31.2,31.2
Net_Insider_Purchases,45.0,50.0,24.0,7.0,3.0
No_of_Employees,1650.0,1480.0,1480.0,1480.0,1480.0
No_of_Institutions,137.0,155.0,152.0,148.0,157.0
