AAII_KEY_STATISTICS_DATA,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020
Insider_Ownership,2.4,2.2,0.6,1.9,1.9,2.8
Institutional_Ownership,,89.5,32.0,,,
Net_Insider_Purchases,506.0,1195.0,2007.0,525.0,524.0,524.0
No_of_Employees,639.0,639.0,433.0,433.0,433.0,433.0
No_of_Institutions,218.0,193.0,158.0,127.0,107.0,
