AAII_KEY_STATISTICS_DATA,09/30/2021,06/30/2021,09/30/2019
Insider_Ownership,89.7,,
Institutional_Ownership,,,
Net_Insider_Purchases,2320000.0,0.0,0.0
No_of_Employees,5.0,5.0,1.0
No_of_Institutions,,,
