AAII_KEY_STATISTICS_DATA,12/31/2021,12/31/2020,12/31/2019
Insider_Ownership,50.1,50.1,50.1
Institutional_Ownership,0.5,0.5,0.0
Net_Insider_Purchases,0.0,0.0,0.0
No_of_Employees,381.0,381.0,406.0
No_of_Institutions,2.0,2.0,1.0
