AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Institutional_Ownership,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
Net_Insider_Purchases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
No_of_Employees,114371.0,114371.0,112551.0,112551.0,112551.0,117206.0,117206.0,117206.0,117206.0
No_of_Institutions,20.0,22.0,22.0,26.0,27.0,31.0,28.0,28.0,24.0
