AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,1.5,1.0,2.7,1.3,2.7,2.3,2.4,3.9,3.4
Institutional_Ownership,93.3,,98.4,94.0,97.0,97.6,76.9,97.1,95.2
Net_Insider_Purchases,43.0,84.0,141.0,4.0,127.0,152.0,143.0,-83.0,-72.0
No_of_Employees,2357.0,5800.0,5800.0,1790.0,1790.0,1790.0,1790.0,1780.0,1780.0
No_of_Institutions,172.0,174.0,179.0,205.0,216.0,225.0,211.0,226.0,227.0
