AAII_KEY_STATISTICS_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Insider_Ownership,0.2,0.1,0.1,0.2,0.4
Institutional_Ownership,,,,,
Net_Insider_Purchases,27.0,9.0,34.0,103.0,60.0
No_of_Employees,441.0,441.0,441.0,452.0,452.0
No_of_Institutions,603.0,596.0,602.0,610.0,604.0
