AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,12/31/2020,06/30/2020,12/31/2019
Insider_Ownership,,,,,,
Institutional_Ownership,1.2,2.0,6.0,8.3,13.5,12.1
Net_Insider_Purchases,,,,,,
No_of_Employees,316.0,419.0,419.0,78.0,63.0,63.0
No_of_Institutions,15.0,21.0,26.0,23.0,27.0,8.0
