AAII_KEY_STATISTICS_DATA,03/31/2023,06/30/2022,03/31/2022,09/30/2021,06/30/2021
Insider_Ownership,0.5,0.7,0.8,0.3,0.7
Institutional_Ownership,89.9,87.5,78.3,86.5,92.9
Net_Insider_Purchases,42.0,127.0,547.0,368.0,1144.0
No_of_Employees,300.0,230.0,230.0,300.0,350.0
No_of_Institutions,343.0,433.0,416.0,397.0,394.0
